"Date","S. Agnese","S. Agostin","S. Angelo","Angelo Rafael","S. Antonino","S. Aponal","S. Barnaba","S. Basilio","S. Basso","S. Beneto","S. Biagio","S. Boldo","S. Bartolomeo","S. Canziano","S. Cassiano","S. Croce","S. Eufemia","S. Fantin","S. Felice","S. Fosca","S. Geremia","S. Giacomo dell'Orio","S. Giovanni Decollato","S. Giovanni di Rialto","S. Giovanni Crisostomo","S. Giovanni Battista in Bragora","S. Giovanni Novo","S. Giustina","S. Gregorio","S. Lio","S. Luca","S. Lucia","S. Leonardo","S. Marcilian","S. Marco","S. Marcuola","S. Margherita","S. Maria Formosa","S. Maria Maddalena","S. Maria Mater Domini","S. Maria Nova","S. Maria Zobenigo","S. Marina","S. Martino","S. Mattio","S. Maurizio","S. Moisé","S. Nicola","S. Pantalon","S. Paternian","S. Pietro di Castello","S. Polo","S. Provolo","S. Salvador","S. Samuele","S. Severo","S. Silvestro","S. Simon Grande","S. Simon Piccolo","S. Sofia","S. Stae","S. Stin","S. Ternita","S. Tomà","S. Trovaso","S. Vidal","S. Vio","S. Ziminian","S. Zulian","S. Apostoli"
"7/26/2029",,0,1,0,0,1,0,0,0,,0,,0,1,,0,2,,0,0,2,1,,1,1,0,0,,,1,1,,0,,0,0,0,4,1,,0,0,0,,0,0,1,1,0,0,0,,,,1,,0,2,,0,,0,,,1,0,,1,0,2
"7/27/2029",,0,0,1,0,3,2,2,0,,0,,0,3,,1,0,,0,0,3,1,,0,0,0,0,,,0,0,,2,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,1,,,,0,,1,1,,2,,0,,,0,0,,1,0,0
"7/28/2029",,0,0,2,0,0,1,0,0,,0,,0,0,,0,2,,0,0,2,1,,0,0,0,1,,,1,1,,0,,0,1,1,0,0,,0,0,0,,0,0,1,0,0,0,1,,,,0,,0,0,,2,,0,,,1,0,,0,0,0
"7/29/2029",,0,1,1,0,0,0,0,0,,0,,0,0,,0,2,,0,1,0,0,,0,0,2,0,,,0,0,,0,,0,2,0,1,0,,0,0,0,,3,0,2,2,0,0,2,,,,0,,0,0,,0,,1,,,0,0,,0,1,2
"7/30/2029",,0,1,2,0,0,0,0,0,,0,,0,0,,1,3,,0,0,1,0,,0,0,0,0,,,0,1,,1,,0,3,0,1,1,,0,1,0,,1,0,1,0,0,0,1,,,,0,,0,0,,1,,0,,,0,0,,0,0,1
"7/31/2029",,0,0,0,0,1,0,0,0,,0,,0,0,,1,0,,0,0,0,1,,0,1,3,2,,,0,0,,0,,0,1,0,0,0,,0,0,2,,0,0,0,2,0,0,3,,,,0,,1,3,,0,,0,,,0,1,,0,0,1
"8/1/2029",,0,0,2,0,3,0,0,0,,0,,0,1,,1,5,,0,0,1,1,,0,0,0,2,,,1,2,,1,,0,5,2,0,1,,1,0,1,,0,0,0,0,0,0,2,,,,0,,0,0,,2,,1,,,0,0,,0,1,0
"8/2/2029",,0,1,0,0,0,0,1,0,,0,,1,0,,1,1,,0,0,1,2,,0,0,0,0,,,0,0,,0,,0,0,1,1,0,,0,0,0,,0,0,3,3,0,1,3,,,,0,,0,1,,1,,0,,,0,0,,0,0,3
"8/3/2029",,1,0,2,1,0,0,0,0,,0,,0,0,,2,1,,1,0,1,0,,0,0,3,0,,,0,1,,0,,0,1,0,2,0,,0,0,1,,0,0,0,0,0,0,4,,,,0,,1,0,,2,,0,,,1,0,,0,0,0
"8/4/2029",,0,0,1,0,1,0,0,0,,1,,0,0,,0,1,,0,0,1,0,,0,0,0,0,,,0,2,,1,,0,2,1,0,0,,1,0,1,,0,0,1,1,1,0,5,,,,1,,0,0,,0,,1,,,1,0,,0,0,3
"8/5/2029",,0,1,2,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,2,,0,0,0,1,,,0,1,,0,,0,2,0,1,0,,0,0,1,,0,0,1,1,0,0,0,,,,0,,1,1,,0,,0,,,0,1,,0,2,0
"8/6/2029",,0,0,0,1,2,0,0,0,,1,,0,1,,0,6,,2,1,0,1,,1,0,1,0,,,0,0,,0,,0,0,1,1,0,,0,0,0,,0,0,0,1,1,1,6,,,,0,,2,2,,1,,0,,,1,2,,0,1,0
"8/7/2029",,0,0,2,0,0,0,0,0,,0,,0,0,,1,1,,0,0,3,0,,0,0,0,1,,,1,0,,0,,1,1,0,1,0,,1,0,0,,1,0,0,0,0,0,3,,,,0,,0,0,,0,,1,,,1,0,,0,1,1
"8/8/2029",,0,0,0,0,1,0,0,0,,1,,0,0,,0,0,,0,0,2,2,,0,0,0,0,,,2,0,,0,,0,1,0,1,0,,0,0,1,,0,0,1,2,1,1,2,,,,0,,1,0,,0,,0,,,0,0,,1,0,0
"8/9/2029",,0,0,1,0,0,0,1,0,,0,,0,0,,2,2,,1,0,1,0,,0,0,1,0,,,0,1,,0,,0,2,0,0,0,,0,0,0,,0,0,1,2,1,0,2,,,,0,,0,1,,0,,0,,,0,1,,1,0,1
"8/10/2029",,0,0,0,1,1,0,0,0,,0,,0,1,,1,1,,0,0,1,0,,0,0,1,0,,,2,0,,2,,0,0,0,1,0,,0,0,1,,2,0,1,1,1,0,4,,,,0,,0,0,,0,,0,,,1,0,,1,0,0
"8/11/2029",,0,0,0,0,0,0,0,0,,0,,1,1,,1,0,,0,0,1,0,,0,0,0,0,,,1,1,,0,,0,2,1,4,0,,1,0,2,,0,0,1,5,0,0,2,,,,0,,0,1,,0,,0,,,3,0,,0,0,4
"8/12/2029",,1,0,0,0,1,0,0,0,,0,,0,1,,1,1,,0,0,0,1,,0,0,1,0,,,0,0,,0,,0,0,1,2,0,,0,0,0,,0,0,0,1,1,0,3,,,,1,,0,0,,0,,0,,,0,0,,0,0,2
"8/13/2029",,0,0,1,0,0,0,1,0,,0,,0,2,,1,2,,1,0,2,1,,0,0,2,0,,,0,0,,0,,0,3,1,0,0,,0,0,1,,0,0,0,2,0,0,3,,,,0,,0,1,,0,,0,,,1,0,,0,1,0
"8/14/2029",,0,0,0,0,2,0,1,0,,0,,1,0,,1,0,,0,0,3,0,,0,0,0,0,,,0,0,,0,,0,1,1,0,0,,0,0,0,,0,0,0,1,0,0,1,,,,2,,0,0,,0,,0,,,1,0,,1,0,0
"8/15/2029",,0,0,0,0,0,0,0,0,,1,,0,2,,0,1,,0,0,3,1,,0,0,0,0,,,3,0,,0,,0,2,0,1,1,,0,0,2,,1,0,0,1,0,0,4,,,,1,,1,0,,0,,0,,,1,0,,0,1,0
"8/16/2029",,0,1,1,0,1,0,0,0,,0,,0,0,,0,3,,0,0,1,1,,0,0,1,0,,,0,1,,1,,0,1,0,0,0,,0,0,1,,0,0,0,2,0,0,1,,,,1,,4,0,,0,,0,,,0,0,,0,1,0
"8/17/2029",,0,0,1,0,0,0,0,0,,0,,0,1,,0,1,,0,0,2,0,,2,0,0,0,,,0,0,,0,,0,0,1,2,0,,1,0,0,,0,0,0,0,0,0,2,,,,0,,0,0,,1,,0,,,0,0,,1,0,2
"8/18/2029",,0,2,2,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,,0,0,4,1,,,0,2,,1,,0,3,0,0,0,,0,0,0,,0,0,0,2,1,1,1,,,,1,,0,1,,0,,0,,,3,0,,0,2,0
"8/19/2029",,0,1,2,0,0,0,2,0,,0,,0,1,,0,0,,0,0,0,0,,0,0,0,0,,,0,0,,1,,0,0,0,0,0,,1,0,0,,1,0,1,1,1,1,2,,,,1,,1,0,,0,,1,,,0,1,,0,1,1
"8/20/2029",,0,1,0,0,1,0,0,0,,0,,0,0,,1,0,,0,1,3,0,,0,0,2,2,,,0,0,,0,,0,2,0,2,0,,1,0,0,,0,0,0,1,1,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"8/21/2029",,0,0,0,0,0,0,0,0,,0,,0,2,,0,0,,0,0,1,0,,0,0,2,0,,,1,0,,1,,0,4,1,1,0,,1,0,1,,2,0,2,2,1,0,4,,,,0,,0,0,,0,,0,,,0,0,,1,0,2
"8/22/2029",,0,0,0,0,0,0,0,0,,0,,0,1,,0,0,,1,0,0,0,,0,1,1,0,,,0,0,,0,,1,2,0,1,0,,1,0,0,,0,0,0,0,0,0,0,,,,0,,0,2,,0,,0,,,1,1,,0,0,1
"8/23/2029",,0,1,0,0,0,0,0,0,,0,,0,0,,0,1,,0,0,1,1,,0,0,0,0,,,2,0,,0,,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,4,,,,1,,0,1,,0,,0,,,0,0,,0,0,0
"8/24/2029",,0,1,1,0,0,0,0,0,,0,,0,3,,0,0,,0,0,3,0,,0,0,0,0,,,1,0,,0,,0,2,0,0,0,,0,0,0,,0,0,1,0,0,0,3,,,,0,,1,1,,1,,0,,,0,2,,0,0,1
"8/25/2029",,0,2,2,0,0,1,0,0,,1,,0,0,,0,4,,0,0,0,0,,1,2,0,0,,,0,3,,0,,0,1,0,1,0,,0,0,1,,0,0,0,1,0,0,2,,,,0,,0,1,,0,,0,,,0,0,,0,1,1
"8/26/2029",,0,2,0,1,0,1,0,0,,0,,0,1,,0,0,,0,0,1,0,,0,0,0,0,,,0,1,,0,,1,2,0,3,0,,0,0,1,,0,0,0,0,1,0,1,,,,0,,0,1,,0,,0,,,3,0,,0,0,1
"8/27/2029",,0,0,2,0,0,0,1,0,,0,,0,2,,0,0,,1,0,2,1,,0,1,1,0,,,0,1,,0,,0,1,0,2,0,,0,0,0,,0,0,1,2,0,0,3,,,,0,,0,1,,0,,0,,,3,0,,0,0,4
"8/28/2029",,0,0,1,0,1,0,2,0,,0,,0,1,,1,0,,0,0,0,2,,0,0,0,0,,,0,0,,0,,0,1,0,1,0,,0,1,0,,0,0,0,1,0,0,1,,,,0,,0,1,,0,,0,,,1,0,,0,1,5
"8/29/2029",,0,0,2,0,0,0,0,0,,0,,0,1,,2,2,,0,0,0,0,,0,0,0,3,,,0,0,,0,,0,3,1,2,0,,1,0,0,,1,0,1,1,0,0,5,,,,1,,0,0,,0,,2,,,0,1,,0,0,0
"8/30/2029",,0,0,1,2,0,0,0,0,,0,,0,1,,3,4,,1,0,1,2,,0,0,3,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,1,0,1,,,,0,,1,1,,1,,0,,,0,0,,0,0,0
"8/31/2029",,0,2,1,1,0,0,0,1,,0,,0,1,,3,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,1,1,0,0,0,0,1,,,,0,,0,1,,0,,0,,,0,0,,1,0,2
"9/1/2029",,0,0,1,0,2,0,0,0,,0,,0,0,,0,1,,0,0,1,0,,1,0,1,2,,,1,1,,0,,0,1,0,2,0,,0,0,1,,0,0,0,1,0,1,5,,,,0,,0,0,,0,,0,,,1,0,,0,0,0
"9/2/2029",,0,0,1,0,1,0,1,0,,1,,0,2,,0,1,,0,0,2,0,,0,0,0,0,,,1,1,,0,,0,2,0,0,0,,0,0,1,,0,0,0,2,0,0,6,,,,1,,0,0,,0,,0,,,0,0,,0,0,1
"9/3/2029",,0,0,1,2,0,0,0,0,,0,,0,2,,2,2,,1,0,1,0,,0,0,0,0,,,0,0,,0,,1,3,1,0,0,,0,0,1,,0,0,0,0,2,0,2,,,,1,,0,0,,2,,0,,,1,0,,0,1,1
"9/4/2029",,0,0,1,0,1,0,2,0,,0,,1,1,,1,1,,0,0,2,0,,0,0,0,0,,,2,2,,0,,0,3,0,0,0,,0,0,1,,0,0,0,0,0,0,0,,,,2,,0,1,,0,,0,,,0,0,,1,0,2
"9/5/2029",,0,0,3,0,1,1,1,0,,0,,0,0,,1,1,,0,0,0,0,,0,0,0,0,,,1,0,,0,,0,5,1,4,0,,0,0,0,,0,0,0,1,1,1,4,,,,0,,0,0,,0,,0,,,1,1,,0,1,2
"9/6/2029",,0,0,0,1,0,0,1,0,,0,,0,0,,0,1,,1,0,4,1,,0,0,0,2,,,0,1,,0,,0,0,1,2,0,,0,1,1,,0,0,2,2,0,0,4,,,,0,,1,0,,2,,0,,,2,0,,0,2,1
"9/7/2029",,0,2,2,0,2,0,0,0,,0,,0,0,,2,3,,0,0,1,2,,0,0,0,0,,,0,2,,0,,0,2,0,3,0,,0,0,1,,0,0,2,1,3,0,7,,,,0,,0,0,,2,,0,,,1,1,,0,1,4
"9/8/2029",,0,0,1,1,3,0,0,0,,0,,0,0,,1,0,,1,0,2,3,,0,1,2,0,,,0,0,,0,,0,2,0,0,0,,0,0,2,,0,0,1,3,1,0,3,,,,0,,1,0,,0,,1,,,2,0,,1,0,0
"9/9/2029",,0,0,1,0,1,0,1,0,,0,,0,0,,1,1,,0,0,0,2,,0,0,0,0,,,0,1,,0,,0,1,1,1,0,,0,0,1,,0,0,1,0,0,0,7,,,,0,,5,0,,1,,0,,,2,1,,0,0,1
"9/10/2029",,0,0,1,1,0,2,0,0,,0,,1,0,,0,0,,1,0,2,1,,1,0,0,0,,,0,1,,1,,0,3,1,2,0,,1,0,0,,0,0,0,3,0,2,2,,,,0,,0,0,,0,,0,,,0,0,,0,0,4
"9/11/2029",,0,5,2,1,1,1,0,1,,0,,0,1,,1,2,,0,0,1,1,,0,0,1,0,,,0,0,,0,,0,3,1,3,0,,0,0,3,,0,2,1,0,0,1,4,,,,0,,1,1,,1,,0,,,1,0,,0,1,1
"9/12/2029",,0,0,2,0,0,0,0,0,,0,,2,0,,0,4,,0,0,1,1,,0,0,0,1,,,0,1,,0,,0,0,0,4,0,,0,0,0,,2,0,1,1,1,0,2,,,,1,,0,0,,1,,1,,,0,0,,0,0,0
"9/13/2029",,1,2,3,1,0,0,0,0,,0,,1,0,,2,2,,0,0,1,1,,1,0,0,1,,,1,1,,0,,0,1,0,2,0,,0,0,0,,0,0,2,0,0,0,2,,,,0,,0,2,,0,,0,,,1,0,,0,0,1
"9/14/2029",,0,1,2,0,1,0,0,0,,1,,0,0,,2,3,,1,0,1,1,,0,1,2,0,,,0,0,,0,,0,1,0,1,0,,0,0,0,,0,0,0,0,1,0,3,,,,1,,1,0,,1,,0,,,0,0,,0,0,2
"9/15/2029",,0,0,0,0,1,2,0,0,,1,,0,2,,0,3,,0,0,3,0,,0,0,0,0,,,0,0,,0,,0,0,1,1,1,,0,0,0,,0,0,0,4,0,0,3,,,,1,,0,0,,0,,0,,,0,1,,0,1,0
"9/16/2029",,0,1,0,0,2,0,0,0,,0,,0,2,,0,0,,1,0,2,1,,0,2,0,0,,,0,0,,0,,0,2,0,1,0,,0,1,0,,0,0,3,0,1,0,0,,,,0,,2,0,,0,,0,,,0,0,,0,0,1
"9/17/2029",,0,1,1,0,0,0,1,0,,0,,0,2,,1,0,,0,1,1,0,,0,1,0,1,,,1,0,,1,,0,0,2,1,1,,1,0,1,,0,0,1,1,1,0,0,,,,0,,0,0,,0,,0,,,0,1,,1,2,2
"9/18/2029",,0,0,0,0,0,0,1,0,,1,,0,0,,1,2,,1,1,3,1,,0,1,0,0,,,0,0,,0,,2,1,0,1,0,,0,0,0,,2,0,3,4,0,0,0,,,,1,,1,1,,0,,0,,,0,0,,0,0,3
"9/19/2029",,0,0,0,0,0,3,0,0,,0,,1,1,,0,5,,0,0,5,1,,0,0,1,0,,,1,0,,0,,0,0,0,1,0,,0,0,1,,0,0,1,1,0,0,0,,,,0,,2,0,,0,,0,,,1,0,,1,1,1
"9/20/2029",,0,1,0,0,1,0,0,0,,0,,0,2,,1,3,,0,0,0,2,,0,0,0,0,,,1,2,,0,,0,0,0,2,0,,0,0,0,,0,0,1,0,3,0,2,,,,0,,0,0,,1,,2,,,0,1,,0,0,0
"9/21/2029",,0,1,2,0,0,1,1,0,,0,,0,2,,0,2,,2,0,5,0,,0,0,0,0,,,1,0,,0,,0,1,1,0,0,,0,0,0,,1,0,1,0,1,0,4,,,,0,,1,0,,0,,0,,,0,1,,0,0,0
"9/22/2029",,1,0,1,0,1,0,0,0,,0,,0,0,,0,0,,1,0,3,0,,0,0,0,1,,,0,1,,1,,0,2,0,0,0,,0,0,1,,1,1,0,1,1,1,6,,,,1,,1,0,,0,,1,,,0,0,,0,2,0
"9/23/2029",,1,2,0,0,0,0,1,0,,0,,0,0,,1,2,,0,0,2,0,,0,0,1,1,,,0,0,,0,,0,0,0,1,0,,0,0,1,,0,0,0,0,1,1,0,,,,0,,0,0,,0,,0,,,0,0,,0,0,1
"9/24/2029",,0,0,0,0,0,1,0,0,,0,,0,0,,0,0,,0,0,1,0,,0,0,0,0,,,0,0,,0,,0,2,0,2,0,,0,0,0,,0,0,2,1,2,0,1,,,,1,,0,0,,1,,1,,,0,0,,0,0,1
"9/25/2029",,0,0,1,0,0,2,0,0,,0,,0,0,,0,2,,1,0,1,0,,0,0,0,0,,,0,1,,0,,0,2,1,0,0,,0,0,0,,0,0,0,0,0,0,4,,,,0,,1,0,,1,,0,,,1,0,,0,1,0
"9/26/2029",,0,0,3,0,0,0,1,0,,0,,0,1,,0,1,,0,0,0,1,,0,0,0,0,,,1,0,,1,,0,0,0,0,0,,0,1,1,,0,0,0,0,1,0,3,,,,1,,1,1,,0,,0,,,1,0,,0,1,0
"9/27/2029",,0,0,0,0,1,0,0,0,,0,,1,1,,0,1,,0,2,0,1,,0,1,0,0,,,0,0,,0,,0,3,1,1,0,,0,0,0,,0,0,0,0,2,0,0,,,,0,,0,0,,3,,0,,,2,0,,0,1,0
"9/28/2029",,0,1,3,0,0,0,0,0,,0,,0,1,,2,1,,0,0,1,1,,1,0,0,0,,,0,0,,0,,0,4,1,1,0,,0,0,1,,0,0,1,0,0,0,2,,,,0,,0,0,,0,,1,,,1,0,,0,0,0
"9/29/2029",,0,0,0,0,0,0,0,1,,0,,0,0,,0,1,,0,0,0,0,,0,0,0,2,,,1,0,,0,,0,0,1,2,1,,0,0,0,,0,0,0,1,0,0,2,,,,1,,0,0,,0,,0,,,0,1,,0,2,2
"9/30/2029",,0,0,1,0,0,1,1,0,,0,,0,1,,0,0,,1,0,0,0,,0,1,0,1,,,0,0,,0,,0,2,1,2,0,,0,0,0,,0,0,0,2,0,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"10/1/2029",,0,0,0,0,0,1,0,1,,0,,0,1,,0,0,,1,0,1,1,,0,0,0,0,,,3,0,,0,,0,2,0,1,0,,0,1,0,,0,1,0,0,0,0,2,,,,0,,0,1,,1,,0,,,0,0,,0,0,2
"10/2/2029",,0,2,1,0,0,1,1,0,,0,,0,1,,0,0,,0,1,0,0,,0,0,1,0,,,0,1,,0,,0,1,0,2,0,,0,0,1,,0,0,0,1,1,0,8,,,,0,,1,1,,0,,0,,,0,1,,0,0,1
"10/3/2029",,1,1,2,0,0,1,0,0,,0,,1,0,,1,0,,0,0,1,0,,1,1,1,1,,,0,1,,0,,0,5,0,3,0,,1,0,1,,0,0,2,0,0,0,1,,,,0,,1,1,,0,,0,,,0,0,,0,1,3
"10/4/2029",,0,1,1,0,2,0,0,0,,0,,0,0,,1,1,,2,0,1,1,,0,0,1,0,,,0,0,,0,,1,2,0,0,0,,1,1,0,,1,0,2,1,0,0,1,,,,1,,0,0,,0,,0,,,0,1,,1,0,0
"10/5/2029",,0,0,1,0,1,0,1,0,,0,,1,0,,0,0,,0,0,0,0,,0,0,0,0,,,0,1,,0,,0,1,0,2,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,1,0,,0,,0,,,1,1,,0,1,2
"10/6/2029",,0,0,0,0,2,0,0,0,,0,,0,3,,0,2,,1,0,1,0,,0,0,0,0,,,1,0,,0,,0,0,0,2,0,,1,0,0,,0,0,0,2,1,0,2,,,,0,,0,0,,1,,0,,,1,1,,0,0,1
"10/7/2029",,0,0,0,2,1,0,0,0,,2,,1,0,,1,0,,0,0,2,0,,1,0,1,0,,,0,0,,0,,0,2,0,1,1,,0,0,0,,0,1,0,1,1,0,1,,,,0,,0,2,,0,,0,,,0,0,,0,0,0
"10/8/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,0,1,,0,0,0,0,,0,0,0,0,,,0,0,,0,,0,1,1,1,0,,0,0,0,,0,1,1,0,1,0,1,,,,2,,0,2,,0,,0,,,0,0,,1,2,2
"10/9/2029",,0,1,0,0,0,1,0,0,,1,,0,0,,2,1,,0,1,2,0,,0,1,0,0,,,0,0,,1,,0,2,1,1,0,,0,0,1,,0,0,1,1,0,0,3,,,,0,,0,2,,0,,0,,,2,0,,0,0,0
"10/10/2029",,0,0,0,0,0,2,1,1,,0,,0,0,,1,1,,0,0,0,1,,0,0,2,0,,,0,0,,0,,0,2,0,0,0,,0,0,0,,0,0,0,0,1,0,4,,,,1,,0,1,,1,,0,,,0,0,,0,1,0
"10/11/2029",,0,0,2,0,0,0,0,0,,0,,0,0,,1,2,,1,0,2,2,,0,0,1,1,,,0,0,,0,,0,3,1,1,0,,0,0,0,,0,1,2,0,0,0,3,,,,0,,0,0,,2,,0,,,1,0,,0,0,1
"10/12/2029",,0,1,0,0,0,2,1,0,,0,,0,2,,1,1,,0,0,1,0,,0,0,2,0,,,0,1,,0,,0,0,0,1,0,,0,0,1,,0,0,0,1,0,0,1,,,,1,,1,1,,1,,0,,,0,0,,0,0,1
"10/13/2029",,0,1,0,1,0,0,0,0,,0,,0,0,,0,1,,0,0,3,0,,0,0,0,0,,,0,0,,1,,0,0,1,0,0,,0,0,0,,0,0,0,0,2,0,3,,,,0,,0,0,,0,,0,,,2,1,,1,0,0
"10/14/2029",,1,1,0,0,1,0,0,0,,0,,0,1,,0,4,,0,0,2,1,,0,0,0,0,,,0,1,,0,,0,2,0,1,0,,0,0,0,,0,0,0,0,0,0,2,,,,1,,0,0,,2,,0,,,0,0,,0,1,0
"10/15/2029",,0,0,1,0,0,0,1,0,,0,,0,1,,0,0,,0,0,1,1,,0,0,0,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,1,1,,1,,0,,,3,0,,0,1,1
"10/16/2029",,0,0,2,0,1,0,0,0,,1,,1,1,,0,0,,1,0,2,0,,0,0,0,0,,,0,1,,0,,0,0,0,0,10,,0,0,0,,0,0,2,2,1,2,0,,,,0,,0,1,,1,,0,,,0,1,,0,0,1
"10/17/2029",,0,0,0,0,0,0,0,0,,1,,0,0,,0,0,,0,0,0,0,,0,1,0,0,,,0,1,,0,,0,0,0,1,0,,0,1,0,,0,0,1,2,0,0,0,,,,0,,0,2,,1,,0,,,0,0,,0,0,2
"10/18/2029",,0,0,0,0,1,0,0,0,,1,,0,0,,0,0,,0,0,0,1,,0,0,0,0,,,1,1,,0,,0,1,2,3,0,,0,0,0,,0,1,0,1,0,0,2,,,,0,,0,0,,1,,0,,,0,0,,0,1,2
"10/19/2029",,1,0,3,1,0,0,0,0,,0,,0,0,,1,0,,0,0,0,0,,0,0,1,0,,,1,0,,0,,0,1,0,0,0,,0,1,0,,0,0,1,3,1,1,0,,,,1,,2,0,,0,,0,,,1,0,,1,1,0
"10/20/2029",,0,2,0,1,1,0,0,1,,0,,0,1,,1,1,,0,0,0,2,,0,0,0,0,,,0,1,,0,,1,1,0,0,1,,0,0,0,,0,0,0,2,0,0,4,,,,0,,1,0,,0,,0,,,0,0,,0,0,1
"10/21/2029",,0,1,1,0,0,1,1,0,,1,,0,0,,0,1,,0,0,2,2,,0,0,0,1,,,0,0,,1,,0,2,1,1,0,,0,1,0,,0,0,0,0,0,0,1,,,,0,,1,0,,0,,1,,,1,0,,1,2,1
"10/22/2029",,0,0,0,0,3,0,0,1,,0,,0,0,,0,0,,1,0,1,0,,0,1,0,0,,,0,0,,0,,0,1,1,0,0,,1,2,1,,0,1,3,1,1,0,6,,,,0,,1,1,,2,,0,,,0,0,,1,0,0
"10/23/2029",,0,2,1,1,3,2,0,0,,0,,0,0,,0,0,,0,0,4,0,,0,0,1,0,,,1,1,,0,,0,0,0,1,0,,0,0,0,,0,0,0,1,0,0,2,,,,0,,1,1,,0,,0,,,0,0,,0,0,0
"10/24/2029",,0,0,0,0,1,0,1,0,,0,,1,2,,2,1,,0,0,1,1,,0,0,0,0,,,1,0,,0,,0,1,0,0,0,,0,0,0,,0,0,1,1,1,0,2,,,,0,,0,2,,0,,2,,,0,0,,0,0,0
"10/25/2029",,0,1,1,0,0,0,2,0,,0,,1,1,,2,0,,0,0,1,0,,0,0,0,0,,,0,0,,0,,0,2,0,1,0,,1,0,0,,0,1,2,2,1,0,3,,,,1,,0,0,,1,,1,,,1,0,,0,1,0
"10/26/2029",,0,2,0,0,1,0,2,0,,0,,1,0,,1,1,,1,0,1,1,,0,0,0,2,,,1,2,,0,,0,3,1,0,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,0,0,,0,,0,,,1,1,,0,0,4
"10/27/2029",,0,0,1,0,0,1,0,0,,0,,0,1,,2,0,,0,0,0,1,,0,0,2,0,,,0,0,,0,,0,1,0,2,0,,0,0,1,,0,0,0,0,1,0,3,,,,2,,1,1,,0,,0,,,0,0,,0,0,0
"10/28/2029",,1,1,1,0,0,0,0,0,,0,,0,0,,2,0,,0,0,1,0,,0,0,0,0,,,0,0,,0,,1,1,1,0,0,,0,0,0,,0,0,1,0,0,0,0,,,,0,,0,0,,0,,0,,,2,0,,1,0,0
"10/29/2029",,0,0,3,0,0,0,1,0,,0,,2,0,,0,1,,1,0,1,2,,0,0,0,0,,,0,0,,0,,0,1,0,1,0,,0,0,0,,0,0,0,2,1,0,0,,,,0,,0,2,,0,,0,,,0,0,,0,0,0
"10/30/2029",,0,0,0,1,0,0,0,0,,0,,0,0,,0,1,,0,0,3,0,,1,1,1,0,,,0,0,,0,,0,1,0,0,0,,1,0,0,,0,1,0,0,0,0,3,,,,0,,0,0,,0,,0,,,0,0,,0,0,1
"10/31/2029",,0,0,0,1,2,1,0,0,,1,,0,0,,2,0,,0,0,1,0,,0,0,2,0,,,0,0,,0,,0,1,1,0,0,,0,0,0,,0,0,3,1,0,0,1,,,,1,,1,1,,1,,0,,,0,0,,1,0,0
"11/1/2029",,0,0,1,0,0,0,1,0,,0,,0,0,,1,0,,0,0,3,2,,0,0,0,1,,,0,0,,0,,0,3,1,0,0,,0,0,0,,0,0,0,1,1,0,4,,,,0,,1,0,,0,,0,,,0,1,,0,1,1
"11/2/2029",,2,1,0,0,2,0,1,0,,0,,0,0,,0,1,,1,1,3,1,,1,0,0,0,,,0,0,,1,,0,1,0,4,0,,2,0,0,,1,0,4,2,1,0,0,,,,0,,2,0,,0,,1,,,2,0,,0,0,1
"11/3/2029",,0,0,0,2,0,1,0,0,,1,,0,1,,0,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,,0,3,0,0,0,,1,0,0,,0,1,1,3,0,0,0,,,,0,,2,0,,0,,0,,,0,0,,0,1,1
"11/4/2029",,1,0,0,0,0,0,0,0,,1,,1,0,,1,1,,0,0,1,0,,1,0,0,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,0,0,2,,,,0,,0,1,,1,,0,,,0,1,,0,0,4
"11/5/2029",,0,0,0,0,0,1,0,0,,0,,0,0,,2,0,,0,1,3,0,,0,0,1,0,,,0,0,,0,,0,3,0,2,0,,0,0,0,,0,0,2,1,2,0,2,,,,1,,1,1,,0,,1,,,1,0,,0,0,0
"11/6/2029",,0,2,1,0,1,0,1,0,,0,,1,0,,1,0,,0,0,1,0,,0,0,0,0,,,0,0,,0,,0,1,0,0,0,,0,1,0,,2,0,2,1,0,0,3,,,,0,,0,0,,0,,0,,,0,0,,1,0,0
"11/7/2029",,0,1,3,1,2,0,0,0,,0,,0,1,,0,2,,0,0,0,0,,0,0,1,2,,,1,0,,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,2,,,,0,,0,0,,1,,0,,,0,0,,0,1,0
